,0,1,2,3,4,5,6
731,gyuvee,Top,20,South Korea,Korea,KR,['T1 Photon1']
732,Pak,Mid,MISSING,France,Europe,EUW,"['V5 Rookie1', 'Pakk']"
733,Agresivoo,Top,22,Poland,Europe,EUW,"['agrsv', 'jasiukromka43']"
734,Fastlegged,Support,21,United Kingdom,Turkey,EUW,['FastLegged']
735,Zeph,None,MISSING,France,Europe,EUW,['Stacey Ryan']
736,Focus,ADC,20,South Korea,Korea,EUW,"['최훈지', 'Focus9']"
737,Absolut,ADC,MISSING,Brazil,Brazil,BR,['MILIOR MENTALITY']
738,Rush,Jungle,28,South Korea,Korea,MISSING,[]
739,Punch,Jungle,23,South Korea,Korea,KR,"['Oct0ber', 'Gen G Punch']"
740,Evi,Top,26,Japan,Japan,KR,"['エビルリフト', 'ggabi man']"
741,Biofrost,Support,25,China,North America,NA,['abigbroomstick']
742,HamBak,Jungle,MISSING,South Korea,Korea,KR,['qweasdzxz']
743,BaeMe,Mid,28,South Korea,Korea,KR,['리리컬 매지컬']
744,Zin,ADC,23,Vietnam,Vietnam,MISSING,[]
745,Archer,ADC,MISSING,South Korea,Korea,MISSING,[]
746,Duan,Support,26,China,China,MISSING,[]
747,Anechek,Jungle,MISSING,Ukraine,Russia,EUW,"['Chat isoffline', 'Emelya', 'Dimonko enjoer']"
748,Poome,Support,22,South Korea,North America,MISSING,[]
749,PraY,ADC,28,South Korea,Korea,KR,"['죽기장인', '민 똔', '김밥오이빼고']"
750,Corvo,ADC,MISSING,Spain,Europe,EUW,['borde y guapo']
751,Knighter,Mid,MISSING,Denmark,Europe,EUW,"['Park Zhao', 'PGM Yixiao']"
752,Dreampullka,Top,22,Russian Federation,Russia,MISSING,[]
753,Xx,Jungle,24,China,China,MISSING,[]
754,Harp,Support,20,South Korea,Korea,KR,['Im necessary']
755,Stitch,ADC,25,South Korea,Korea,KR,"['Stitchy', 'Namidaga Afureru']"
756,Lilipp,Support,MISSING,Germany,Europe,EUW,"['Jake PeraIta', 'Lilipp', '19419251', 'felipé énglert', 'Kreuzfahrtschiff']"
757,inSec,Jungle,MISSING,South Korea,Korea,KR,['inSec']
758,Zzanggu,Mid,22,South Korea,Korea,KR,['몽키 D 짱구']
759,Diamante,Mid,MISSING,France,Europe,EUW,['Dîamante']
760,Sarkis,ADC,26,Brazil,Brazil,BR,['paiN Sarkis']
761,Peach,Jungle,22,South Korea,Korea,KR,['peeeeeeeeeeeeee']
762,AmazingJ,Top,24,Hong Kong,China,MISSING,[]
763,Baut,Support,21,South Korea,Korea,KR,"['우엉차마싯엉', '베토벤 봐이러스']"
764,Sneaky,None,28,United States,North America,NA,['SentientAI']
765,Tockers,Mid,25,Brazil,Brazil,BR,['tockers']
766,Pilot,ADC,26,South Korea,Korea,KR,"['pilotl0l', 'SmartPilot', 'pilotlol']"
767,Benji,Coach,24,Canada,North America,NA,['skybox20']
768,Noticed,Mid,19,South Korea,Korea,KR,['Noticed']
769,Rock,Top,MISSING,Taiwan,PCS,MISSING,[]
770,Road,Support,26,South Korea,Korea,KR,['08프로하고싶어요']
771,CuVee,None,25,South Korea,Korea,KR,['큐큐큐베']
772,OHwiN,Jungle,19,South Korea,Korea,KR,['OHwiN']
773,Ruvelius,ADC,22,Turkey,Turkey,EUW,['ruve1']
774,0909,Mid,MISSING,China,China,KR,['haoshiduomo']
775,Akaadian,Jungle,25,United States,North America,NA,"['John Summit', 'Chadlyy']"
776,CRoNiiK,Jungle,MISSING,Spain,Europe,EUW,"['BetterBlameJung', 'CRoΝiiK']"
777,DnDn,Top,18,South Korea,Korea,KR,['아무것도무심한척']
778,Ronaldo,Mid,MISSING,Romania,Europe,EUW,"['GO Ronaldo', 'SIUUUUUUUUUUU']"
779,Bubbling,None,28,South Korea,Korea,KR,['DWG Bubbling']
780,Spoon,ADC,20,South Korea,Korea,KR,['어제보단잘하자']
781,Lodik,ADC,MISSING,Russian Federation,Russia,EUW,"['Peaceful Lodik', 'Refuse to talk']"
782,Stay,ADC,MISSING,China,China,KR,['YAE M1KO']
783,Yang,Top,25,Brazil,Brazil,BR,['chinese guy']
784,Tumay,Jungle,MISSING,Turkey,Turkey,EUW,['C4NTSTOPMYS3LF']
785,Kongyue,Jungle,22,Taiwan,PCS,MISSING,[]
786,Uniboy,Mid,21,Taiwan,PCS,MISSING,[]
787,mithy,Coach,27,Spain,Europe,MISSING,[]
788,Hooks,Support,23,United States,North America,NA,"['hao yun bao bei', 'Auto']"
789,Shrimp,Jungle,MISSING,South Korea,Korea,KR,['ShrimpVicious']
790,icon,Mid,25,China,China,MISSING,[]
791,Dumbledoge,Support,MISSING,Turkey,Turkey,EUW,['Dumbledoge2001']
792,Brandini,Top,24,United States,North America,NA,['Brandini']
793,SamD,ADC,21,South Korea,Korea,KR,"['난내삶의끝을봤어', 'CalI out my name', '2639434748601568']"
794,Revolta,Jungle,26,Brazil,Brazil,BR,['revolta zz']
795,Instinct,ADC,17,United States,North America,NA,['TSM FTX Instinct']
796,Zvene,Top,25,Sweden,Europe,EUW,"['Zvene', 'El Capitan']"
797,Pluvia,Mid,MISSING,South Korea,Korea,KR,['Dalia']
798,TeamLuke,ADC,22,United States,North America,NA,['TEAMLUKEE']
799,Armut,Top,23,Turkey,Turkey,EUW,['MAD Captain']
800,Ikssu,Top,25,South Korea,Korea,MISSING,[]
801,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
802,Smeb,Top,26,South Korea,Korea,KR,"['춘봉박', '케케몬']"
803,Ggoong,Coach,28,South Korea,Korea,KR,"['포켓몬 고오스빵', '침묵과묵']"
804,Wadid,Support,24,South Korea,Korea,KR,['my bad sorry']
805,Query,Top,MISSING,Turkey,Turkey,MISSING,[]
806,PawN,Mid,25,South Korea,Korea,KR,['07년생 유망주1']
807,HP1,Support,MISSING,South Korea,Korea,KR,['C4C']
808,Blossom,Jungle,22,South Korea,Korea,KR,['불질러']
809,Sirt,Jungle,29,Brazil,Brazil,BR,"['SirThulio', 'Zirulho']"
810,Yuuki,Mid,22,China,China,KR,['kuros2ki']
811,Secret,Support,24,South Korea,Korea,KR,['선기박']
812,Hard,Jungle,24,Canada,North America,NA,['twenty20']
813,BroCColi,Jungle,22,South Korea,Korea,KR,['Son of Spirit']
814,Roamer,Mid,18,South Korea,Korea,KR,['HLE Roamer']
815,Rare,Top,23,United States,Turkey,MISSING,[]
816,EMENES,Mid,MISSING,South Korea,Korea,MISSING,[]
817,Blank,Jungle,23,South Korea,Korea,KR,"['강난순', 'Blank']"
818,Max,None,25,South Korea,Korea,MISSING,[]
819,Westrice,Top,29,United States,North America,NA,"['eatrice k', 'eatrice z']"
820,aphromoo,Support,29,United States,North America,NA,['aphromoo']
821,Steeelback,Support,25,France,Europe,EUW,['SLY STEEElBACK2']
822,Edge,Mid,24,South Korea,Korea,KR,['DK Edge']
823,Ceros,Mid,28,Japan,Japan,JP,['セロス']
824,Denyk,Support,26,Czech Republic,Europe,EUW,['Supp for cats']
825,NoFe,None,33,South Korea,Korea,MISSING,[]
826,Rozara,Jungle,MISSING,France,Europe,EUW,"['WKR Rozara', 'Manîthil']"
827,Kamikaze,Mid,MISSING,Spain,Europe,EUW,"['Late Blσσmer', 'Sora shi', 'JuliaoFlC']"
828,Philip,Top,19,Canada,North America,NA,['TheRealPhilip']
829,Avarosa,Mid,MISSING,Turkey,Turkey,EUW,['AVAROSAAAAAAA']
830,Goldenglue,None,25,United States,North America,NA,"['goldenglue', 'growth mindset']"
831,Clearlove,Jungle,28,China,China,KR,"['bmpsry', '2639435913192928']"
832,Mission,Mid,26,Taiwan,PCS,MISSING,[]
833,Upset,ADC,22,Germany,Europe,EUW,"['FNC Upset22', 'FNC Upset222', 'DPMGODX1', 'Meruem12']"
834,Selfie,Mid,25,Poland,Europe,EUW,['Kοri']
835,Dhokla,Top,24,United States,North America,NA,['Dhokla']
836,xMatty,ADC,22,United Kingdom,Europe,EUW,"['BDS xMatty', 'UKesportsAthlete']"
837,Sacre,Top,25,Croatia,Europe,EUW,['Sacre']
838,3z,Top,25,Taiwan,PCS,MISSING,[]
839,Taikki,Jungle,28,Turkey,Europe,EUW,['Eläkeläinen']
840,GALA,ADC,21,China,China,KR,"['RNG 2022', '2639440644236736']"
841,Only35,Support,21,Turkey,Turkey,EUW,"['35 Fking Only', '35 0nly', 'Sadece35']"
842,Wind,ADC,22,South Korea,Korea,KR,['asdzxclwqdp']
843,World6,Jungle,23,China,China,MISSING,[]
844,WeiYan,Jungle,MISSING,China,China,MISSING,[]
845,Moyu,Top,24,China,China,MISSING,[]
846,Luana,Top,20,Turkey,Turkey,EUW,"['i quit this time', 'Ben Berko', 'Vinogradov']"
847,Zanzarah,Jungle,25,Russian Federation,Russia,EUW,['AST Zanzarah']
848,Bgob,Jungle,24,Brazil,Brazil,BR,['Bigas 09']
849,Elyoya,Jungle,22,Spain,Europe,EUW,"['Elyoyα', 'Hiroshi noharaa', 'bongo brown', 'Ratón calvo']"
850,Luka,Mid,MISSING,Turkey,Turkey,EUW,['5R LUKA2']
851,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
852,FORG1VEN,ADC,MISSING,Greece,Europe,EUW,"['GeunChul Kang', 'Triangle Offense']"
853,xqw,Mid,MISSING,China,China,KR,['몇 개의 별']
854,Deul,ADC,27,South Korea,Korea,KR,['DEULDEUL']
855,Gorica,ADC,MISSING,Canada,North America,NA,['Gorica']
856,Kamil,Jungle,MISSING,United Kingdom,Europe,EUW,"['pusheen fan', 'w3bcam']"
857,Kedaya,Support,20,China,China,MISSING,[]
858,Candy,Mid,26,South Korea,Korea,KR,['White Canvas']
859,FireRain,Mid,23,South Korea,Korea,KR,['By 불비']
860,Meteos,Jungle,28,United States,North America,NA,"['dantes 1nfern0', 'Meteos']"
861,Zero,Support,27,South Korea,Korea,KR,['Zhakekeai']
862,Crush,Jungle,24,South Korea,Korea,KR,['끄으러쉬']
863,Hoglet,Jungle,22,South Korea,Korea,KR,['DaYE']
864,Behind,Support,MISSING,South Korea,Korea,MISSING,[]
865,Ravenous,Top,MISSING,Turkey,Turkey,EUW,['Ravenous3']
866,ReGank,Jungle,MISSING,South Korea,Korea,KR,['real gankster']
867,Kemba,ADC,MISSING,Turkey,Turkey,MISSING,[]
868,Linsanity,Mid,MISSING,United States,North America,NA,['Linsaníty']
869,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
870,Shlatan,Jungle,20,Poland,Europe,EUW,"['hirit jg acc', '2 and 15', 'only1inthearmy']"
871,Berserker,ADC,18,South Korea,Korea,KR,"['Dam Supporters', 'C9 Berserker']"
872,Maxi,Jungle,21,Denmark,Europe,EUW,['mange the mid']
873,P1noy,ADC,25,Denmark,Europe,EUW,['antusheng']
874,Mata,None,28,South Korea,Korea,MISSING,[]
875,Helper,Coach,27,South Korea,Korea,KR,['구리팡']
876,Totoro,Support,25,South Korea,Korea,KR,['2023 05 18 복귀']
877,Key,None,24,South Korea,Korea,KR,"['2006welcome', 'HLE Key1']"
878,Jensen,Mid,27,Denmark,North America,NA,"['stayawayz', 'TL Jensen']"
879,Darshan,Sub,27,Canada,North America,NA,['C9 Darshan']
880,Armao,Jungle,MISSING,United States,North America,NA,"['TL Armao', 'a little st0ry']"
881,Xmithie,Jungle,30,Philippines,North America,NA,['Xmithie']
882,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
883,Jesiz,Support,25,Denmark,Europe,EUW,['GO Jesiz']
884,Dreams,Support,26,South Korea,Korea,MISSING,[]
885,Tinowns,Mid,MISSING,Brazil,Brazil,BR,['LOUD tinowns2']
886,Ming,Support,23,China,China,KR,"['첼까지전부차단', '2639440226330016']"
887,Kaiwing,Support,25,Hong Kong,PCS,KR,['아이네 둘기']
888,Ramune,Mid,24,Japan,Japan,MISSING,[]
889,Rookie,Mid,25,South Korea,China,KR,['2639431890560256']
890,Jaeger,Top,MISSING,Germany,Europe,EUW,"['IAimToMisbehave', 'wolfsspitz']"
891,Wako,ADC,MISSING,Taiwan,PCS,MISSING,[]
892,Alex,Jungle,22,Taiwan,PCS,MISSING,[]
893,PK,Top,26,Taiwan,PCS,MISSING,[]
894,Duke,Top,MISSING,South Korea,Korea,MISSING,[]
895,SolidSnake,Jungle,23,Peru,Liga Latinoamérica,MISSING,[]
896,Rather,Coach,MISSING,South Korea,Korea,KR,['bieshuomeibanfa']
897,Yutapon,ADC,25,Japan,Japan,KR,"['yutaZz', '81940296del']"
898,Werlyb,Top,MISSING,Spain,Europe,EUW,['illo wely']
899,Vulcan,Support,22,Canada,North America,NA,"['VULCAN10', 'VLCNN']"
900,Jenkins,Top,22,United States,North America,MISSING,[]
901,Motive,Support,21,South Korea,Korea,KR,['99553321del']
902,Luci,Support,MISSING,South Korea,Korea,KR,['막 마려운 롤']
903,River,Jungle,26,South Korea,Korea,KR,"['la ji game', '07정글프로할래요']"
904,Babip,Jungle,23,Australia,Oceania,MISSING,[]
905,LoveZrr,Top,MISSING,China,China,MISSING,[]
906,Langx,Top,24,China,China,MISSING,[]
907,Newt,Support,MISSING,South Korea,Korea,KR,"['김도칠', 'AHBGF']"
908,Leyan,Jungle,19,China,China,KR,['2743475454903840']
909,Khomzar,Top,MISSING,Ukraine,Russia,EUW,"['Khomzar', 'twtv Khomzar']"
910,Youdang,Jungle,22,China,China,KR,['dangyadangyadang']
911,Ysera,Support,MISSING,Taiwan,PCS,MISSING,[]
912,Apex,Mid,MISSING,Taiwan,PCS,MISSING,[]
913,Iwandy,Support,21,China,China,MISSING,[]
914,Eradan,Top,22,Brazil,Brazil,MISSING,[]
915,YoDa,Mid,MISSING,Brazil,Brazil,BR,['GIRA Y KITA']
916,Doil,Jungle,23,South Korea,Korea,KR,['CP Doxx']
917,Wei,Jungle,19,China,China,KR,['2639440748750208']
918,Cube,Top,19,China,China,KR,['2639444609508800']
919,Yampi,Jungle,24,Brazil,Brazil,MISSING,[]
920,Dantal,Jungle,MISSING,South Korea,Korea,KR,"['cryeveryday', 'SylphyRoxyEris']"
921,MightyDragon,Jungle,MISSING,Ukraine,Russia,EUW,['Whiskey553']
922,Copy,Mid,19,Canada,North America,NA,"['C9 Copy', 'Copý']"
923,Miracle,Support,23,Russian Federation,Russia,EUW,['Mìracle']
924,Jool,Mid,20,South Korea,Korea,MISSING,[]
925,Muru,Support,20,South Korea,Korea,KR,['이성조']
926,Vitin,ADC,23,Brazil,Brazil,MISSING,[]
927,Guigo,Top,20,Brazil,Brazil,MISSING,[]
928,Oscar,Top,MISSING,South Korea,Korea,KR,"['주니어주니어', '흔들리지않은강함']"
929,Grell,Jungle,MISSING,Mexico,Liga Latinoamérica,NA,['Pinwinasio']
930,Halo,Mid,22,Australia,Oceania,OCE,['Magenta Wolf']
931,starspring2,Top,19,South Korea,Korea,MISSING,[]
932,WhiteKnight,Top,26,Finland,Europe,EUW,['WhiteKnight108']
933,Dellal,Support,19,Turkey,Turkey,EUW,['kingsman dellal']
934,Chelly,None,25,South Korea,Korea,KR,['NS Chelly']
935,Kartis,Top,20,Hong Kong,PCS,KR,['2654328468775968']
936,Berkan,Mid,MISSING,Turkey,Turkey,MISSING,[]
937,Danny,ADC,18,United States,North America,MISSING,[]
938,Violet,ADC,21,Hong Kong,China,OCE,['Jolyne Cujoh']
939,Willer,Jungle,18,South Korea,Korea,MISSING,[]
940,HuSha,Jungle,20,Taiwan,PCS,KR,['2654324673824064']
941,Maoan,Mid,MISSING,Taiwan,PCS,KR,['2654329405588896']
942,SuTak,Mid,16,South Korea,Korea,KR,['초콜릿마이쮸']
943,jinjo,ADC,MISSING,Australia,Oceania,MISSING,[]
944,Lived,Top,MISSING,Australia,Oceania,MISSING,[]
945,Poppy,Coach,MISSING,Taiwan,PCS,MISSING,[]
946,Lucker,ADC,24,Poland,Europe,EUW,['zxcvasd']
947,Crawl,Jungle,MISSING,Turkey,Turkey,EUW,['CrawŁ']
948,TusiN,Support,26,South Korea,Korea,KR,['박투신']
949,Neos,ADC,23,Turkey,Turkey,MISSING,[]
950,Oddie,Jungle,24,Peru,Liga Latinoamérica,NA,['badjglerxd']
951,Buggax,Top,23,Uruguay,Liga Latinoamérica,MISSING,[]
952,Eyla,Support,MISSING,Australia,Oceania,NA,"['Eyla', 'TL Eyla']"
953,Lost,ADC,22,New Zealand,North America,NA,['spam tab']
954,Argonavt,ADC,MISSING,Ukraine,Russia,EUW,['No1 UnderTheSun']
955,Jun,Support,21,South Korea,Korea,KR,['독기품기']
956,Bush,Top,21,Taiwan,PCS,MISSING,[]
957,Kira,Top,29,Ukraine,Russia,EUW,"['Kirrrra', 'K Lawliet M N', 'Balam Sagikkun', 'Herrlock Ethu']"
958,Mimic,Top,MISSING,South Korea,Korea,KR,['귀인오류']
959,Cepted,Mid,24,South Korea,Korea,KR,['weilin']
960,Theusma,ADC,26,Brazil,Brazil,MISSING,[]
961,Frozen,None,27,South Korea,Korea,KR,['얼음지팡이']
962,Ruep,ADC,MISSING,Turkey,Turkey,EUW,['ruep']
963,Roast,Jungle,18,South Korea,Korea,KR,['미첼 페래이라']
964,Mountain,None,MISSING,Taiwan,PCS,MISSING,[]
965,Jorx,Jungle,21,Spain,Europe,EUW,['INCONDICIONAL']
966,Betsy,Mid,24,Sweden,Europe,EUW,['Bεtsy']
967,Mojito,Jungle,24,Turkey,Turkey,EUW,"['Mojit0', 'EG0 Womanizer', 'GS Mojito']"
968,Anduril,Jungle,MISSING,Turkey,Turkey,EUW,['Anduril']
969,bigfatlp,Mid,31,Canada,North America,NA,['bigfatlp']
970,Ryu,Mid,28,South Korea,Korea,KR,['이리로와보렴']
971,Rest,Top,23,Taiwan,PCS,KR,['ku a men']
972,Swifte,Support,23,United States,North America,MISSING,[]
973,Mylon,Top,25,Brazil,Brazil,BR,['dogla la dogla']
974,Ferret,Jungle,MISSING,Turkey,Turkey,EUW,"['ßE HUMBLE', 'FFFFFFFFFFFERRET']"
975,Maxim,Mid,MISSING,Russian Federation,Russia,EUW,"['1v9orendfastpls', 'Middle Way']"
976,Kingkong,ADC,18,South Korea,Korea,KR,['입생로랑 리브로']
977,Crasia,ADC,MISSING,Turkey,Turkey,EUW,['CRASIAA']
978,Wraith,None,26,South Korea,Korea,KR,['Dutch Coffee']
979,Lospa,Support,19,South Korea,Korea,KR,['Gen G Lospa']
980,Tardis,Top,MISSING,Turkey,Turkey,MISSING,[]
981,Raise,Jungle,MISSING,South Korea,Korea,KR,['DK Raise3']
982,Ray,Top,24,South Korea,Korea,EUW,"['March15', 'thankyouguys']"
983,fabFabulous,Top,26,Turkey,Turkey,EUW,['FABFABFAB']
984,Beware,Top,MISSING,South Korea,Korea,KR,['젖꼭질흔드록바']
985,Envy,Mid,23,Brazil,Brazil,BR,"['Devin Booker1', 'Verstappen 1']"
986,NL,ADC,MISSING,Taiwan,PCS,MISSING,[]
987,Slay,ADC,24,Vietnam,Vietnam,MISSING,[]
988,Joey,Support,23,United States,North America,NA,"['IMT Joey', 'Joeyyy']"
989,GBM,None,27,South Korea,Korea,KR,['누카인']
990,Zeros,Top,21,Vietnam,Vietnam,MISSING,[]
991,Gimliques,Top,28,Russian Federation,Russia,EUW,['Unguidéd']
992,Starlit,Mid,17,South Korea,Korea,MISSING,[]
993,Holder,Top,MISSING,South Korea,Korea,KR,['배재철']
994,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
995,Sangyoon,ADC,26,South Korea,Korea,KR,"['비인기비제이', '지우즈좐']"
996,viviD,Support,29,South Korea,Korea,KR,['비비드']
997,Merciless,Mid,MISSING,Turkey,Turkey,EUW,['XAXADSXAHSDU890']
998,Kane,ADC,MISSING,China,China,MISSING,[]
999,Damonte,Mid,24,United States,North America,NA,['Damonte']
1000,Lira,Coach,27,South Korea,Korea,KR,['태유유']
1001,Levi,Jungle,24,Vietnam,Vietnam,MISSING,[]
1002,Licorice,Top,24,Canada,North America,NA,['Licorice']
1003,Deftly,ADC,24,United States,North America,MISSING,[]
1004,Liang,Top,23,Taiwan,PCS,KR,['2654324568450112']
1005,Crash,Jungle,25,South Korea,Korea,MISSING,[]
1006,Hana,Jungle,25,Taiwan,PCS,MISSING,[]
1007,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1008,Alive,ADC,24,South Korea,Korea,KR,['모두굿바이']
1009,Lilv,ADC,23,Taiwan,PCS,MISSING,[]
1010,Hieu3,Support,MISSING,Vietnam,Vietnam,MISSING,[]
1011,Kino,Support,23,Taiwan,PCS,KR,['2654324980450880']
1012,Cody,Mid,21,Chile,Liga Latinoamérica,MISSING,[]
1013,Kz,ADC,23,Chile,Liga Latinoamérica,MISSING,[]
1014,Kunduz,Mid,MISSING,Turkey,Turkey,EUW,['FB Beaver']
1015,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1016,Hai,Mid,29,United States,North America,NA,['HaiL9']
1017,Natu,Jungle,MISSING,South Korea,Korea,KR,['산청요원']
1018,Padden,ADC,26,Turkey,Turkey,EUW,['pdn7']
1019,Kuzan,Mid,25,South Korea,Korea,KR,['쿠자니']
1020,FoxYa,Jungle,28,Taiwan,PCS,MISSING,[]
1021,Xabula,Support,24,Brazil,Brazil,BR,['caabu']
1022,Beichen,None,MISSING,China,China,KR,['zhaojinmai']
1023,Azuzabi,Top,MISSING,Turkey,Turkey,MISSING,[]
1024,Spirit,None,25,South Korea,Korea,KR,['clearlove1231']
1025,zig,Top,MISSING,Canada,North America,NA,['vetement socks']
1026,Shellkunchik,Top,MISSING,Russian Federation,Russia,MISSING,[]
1027,bonO,Jungle,27,South Korea,Korea,KR,['아라가키 유이']
1028,Naru,Mid,25,Turkey,Turkey,EUW,['Narû']
1029,Lenom,Top,18,Turkey,Turkey,EUW,"['SIX FOR SIX', 'Lenom']"
1030,Rebel,Support,20,South Korea,Korea,KR,"['asdfqwerxcv', 'asdqwenmfkr']"
1031,Jzr,Jungle,MISSING,China,China,KR,['Freecssr']
1032,Ambition,Jungle,29,South Korea,Korea,KR,"['강자석', '강찬밥', 'maengsdog']"
1033,Piglet,ADC,28,South Korea,North America,KR,['Creative Self']
1034,Mystic,ADC,27,South Korea,Korea,KR,"['orca1', '진철수아빠']"
1035,DiscotEkka,Mid,MISSING,Russian Federation,Russia,MISSING,[]
1036,Syu,ADC,MISSING,South Korea,Korea,KR,['서폿슈푼이']
1037,Whitehorse,Mid,20,South Korea,Korea,KR,['백색말처럼']
1038,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1039,beansu,Top,MISSING,Estonia,Europe,EUW,['beansu']
1040,PYoChul,Jungle,18,South Korea,Korea,KR,['내앞길가로막지마']
1041,Nova,Support,25,South Korea,Korea,KR,['Liiv Nova']
1042,Bearcute,Jungle,MISSING,Russian Federation,Russia,EUW,['my ascendance']
1043,LUSKKA,ADC,MISSING,Brazil,Brazil,MISSING,[]
1044,Lies,Top,25,China,China,MISSING,[]
1045,midkid,Mid,MISSING,Turkey,Turkey,EUW,['M1dk1d']
1046,Bonnie,Jungle,21,South Korea,Korea,KR,"['요거트달콤', '장미미술학원']"
1047,Tom,Jungle,26,South Korea,Korea,KR,['파풀러']
1048,Paladin,Top,22,South Korea,Korea,KR,['kinisinaide']
1049,WeiLun,ADC,19,Taiwan,PCS,MISSING,[]
1050,Haro,Jungle,23,China,China,KR,['영겁무간']
1051,Bang,ADC,25,South Korea,Korea,KR,['아픈상처에소금을']
1052,Olleh,Support,27,South Korea,Korea,KR,['Let me sup']
1053,Hakuho,Support,27,United States,North America,NA,['Hakuho']
1054,Nagne,Mid,27,South Korea,Korea,KR,['마미쿡버거도둑']
1055,pbO,ADC,MISSING,Brazil,Brazil,BR,['1221 v2']
1056,b4dd,Top,23,Brazil,Brazil,BR,['tethering']
1057,Phantiks,Top,MISSING,Australia,Oceania,MISSING,[]
1058,Triple,Mid,23,Australia,Oceania,MISSING,[]
1059,Rockky,Top,MISSING,Thailand,PCS,MISSING,[]
1060,G4,Mid,24,Thailand,PCS,MISSING,[]
1061,Lloyd,Jungle,26,Thailand,PCS,MISSING,[]
1062,Tierwulf,Jungle,25,Chile,Liga Latinoamérica,MISSING,[]
1063,Slow,Support,25,Chile,Liga Latinoamérica,MISSING,[]
1064,Seiya,Mid,25,Mexico,Liga Latinoamérica,MISSING,[]
1065,Hope,ADC,21,China,China,KR,['2639435390542880']
1066,WhiteLotus,ADC,25,Argentina,Liga Latinoamérica,MISSING,[]
1067,Fragas,Jungle,25,United States,North America,NA,['Fragas']
1068,Special,Mid,24,Netherlands,Europe,EUW,['Special']
1069,Topoon,Top,MISSING,South Korea,Korea,MISSING,[]
1070,Reven,None,MISSING,South Korea,Korea,KR,['C9 Reven']
1071,Vata,Support,MISSING,Russian Federation,Russia,MISSING,[]
1072,PoP,Support,23,South Korea,Korea,MISSING,[]
1073,Hani,Top,MISSING,Vietnam,Vietnam,MISSING,[]
1074,DNK,Jungle,21,Vietnam,Vietnam,MISSING,[]
1075,Artifact,Mid,21,Vietnam,Vietnam,MISSING,[]
1076,Celebrity,ADC,25,Vietnam,Vietnam,MISSING,[]
1077,Veritas,ADC,26,South Korea,Korea,KR,['Verit4s']
1078,KingJ,Top,MISSING,Vietnam,Vietnam,MISSING,[]
1079,DanDy,None,MISSING,South Korea,Korea,MISSING,[]
1080,Shiphtur,Mid,29,United States,North America,NA,['Shiphtur']
1081,yuyanjia,Support,24,China,China,KR,['2639443571074496']
1082,Forge,Mid,21,China,China,KR,['2639441582302336']
1083,Biubiu,Top,21,China,China,KR,['2639433156912576']
1084,Rhioni,ADC,MISSING,Turkey,Turkey,EUW,['TES adOne']
1085,LeX,ADC,26,"Moldova, Republic of",Russia,EUW,['LeeeeX']
1086,Szygenda,Top,20,Denmark,Europe,EUW,"['TheShygenda', 'Szygenda']"
1087,Rein,Jungle,MISSING,Russian Federation,Russia,EUW,['µh Sãytan hµ']
1088,Haninger,ADC,20,Ukraine,Russia,EUW,['CIowninger']
1089,Korpse,Support,MISSING,Turkey,Turkey,EUW,"['kkorpse', 'Korpse31', 'Korpse']"
1090,zs,Top,20,China,China,KR,['2639434010469504']
1091,Arnax,Mid,24,Lithuania,Europe,EUW,"['arnaxas', '4RN4X4S']"
1092,M1kuya,Top,21,China,China,KR,['2639437822117312']
1093,BBakPyo,Jungle,20,South Korea,Korea,KR,['빡 표']
1094,Raziel,ADC,26,Spain,Europe,EUW,"['Niño Palo', 'DogeAlien']"
1095,Yuros,Mid,18,Turkey,Turkey,EUW,['Pro Uno Player']
1096,Doggo,ADC,19,Taiwan,PCS,KR,['2654324878558656']
1097,lovely,Jungle,20,China,China,KR,['2743475368354944']
1098,Brayaron,Top,20,Peru,Liga Latinoamérica,NA,['GIGI GO NEXT']
1099,kRYST4L,ADC,MISSING,China,China,KR,['2639448501086112']
1100,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1101,cyeol,Mid,MISSING,South Korea,Korea,MISSING,[]
1102,Xpecial,Support,29,United States,North America,NA,['Xpecial']
1103,MMD,Top,MISSING,Taiwan,PCS,MISSING,[]
1104,Score,Jungle,29,South Korea,Korea,KR,['좋은날']
1105,Dimonko,Support,28,Russian Federation,Russia,EUW,['Dimonko']
1106,Bando,Top,MISSING,Switzerland,Europe,EUW,"['Bando', 'LA VIVANCE', 'Daniel Portman']"
1107,Woolite,ADC,MISSING,Poland,Europe,EUW,"['loczekBiceps', 'Wulajt']"
1108,Link,Mid,MISSING,United States,North America,MISSING,[]
1109,players,MISSING,MISSING,MISSING,MISSING,MISSING,[]
1110,Doss,Support,23,Denmark,Europe,EUW,"['LDLC Doss', 'MSFP Jactroll', 'Im yike uwu']"
1111,Tussle,Jungle,27,South Korea,Korea,KR,['Velchanos']
1112,Kronos,None,24,Denmark,Europe,EUW,"['AST Kronos', 'Krns']"
